series_name,episode_name,episode_number,episode_season,rating,total_votes,description
The Office,Junior Salesman,13,9,7.3,3603,"
Dwight gets to hire a new salesman to replace Jim when he is at his other job. But will he promote Clark or go with one of his unqualified friends instead?    "
The Office,Vandalism,14,9,7.2,3633,"
Pam tries to find out who vandalized her mural, Darryl finds out that Jim is a slob, and Oscar and Kevin go to Angela and The Senator's child's first birthday party.    "
The Office,Couples Discount,15,9,7,3702,"
Andy returns after three months to an angry office and an even angrier girlfriend, and Jim's Valentines Day with Pam does not go as planned.    "
The Office,Moving On,16,9,7.8,3979,"
Andy finds out that Erin dumped him for Pete, Dwight gets Angela's help taking care of his aunt, and Pam interviews with a real estate firm whose boss is a carbon-copy of Michael Scott.    "
The Office,The Farm,17,9,7.3,4192,"
Dwight's brother and sister return to the farm for an aunt's funeral. Meanwhile, Todd Packer returns to make amends to his former co-workers, but Pam is skeptical.    "
The Office,Promos,18,9,7.7,3702,"
The release of the documentary promos creates tension for the Dunder Mifflin employees, Dwight considers a business venture with his girlfriend's family, and Jim and Darryl have an awkward business meeting with baseball player Ryan Howard.    "
The Office,Stairmageddon,19,9,7.8,3841,"
Dwight shoots Stanley with a bull tranquilizer after he refuses to go on a sales call, Jim and Pam head to marriage counseling, The Senator comes out of the closet, and Andy tries to find a talent agent.    "
The Office,Paper Airplane,20,9,7.8,3940,"
The employees hold a paper airplane competition, Andy gets an acting role in a workplace safety video, and Jim and Pam's marriage tensions continue to build.    "
The Office,Livin' the Dream,21,9,9,5783,"
Dwight becomes regional manager after Andy quits his job, Jim dedicates more time to his Dunder Mifflin job to save his marriage, and Angela has problems with her new living arrangements after her breakup with The Senator.    "
The Office,A.A.R.M.,22,9,9.4,7607,"
Dwight prepares for a marriage proposal and hires an assistant for his assistant, Andy auditions for a singing program, Darryl tries to leave his job without a fuss, and Pam has second thoughts about Jim staying in Scranton.    "
The Office,Finale,23,9,9.8,19501,"
One year later, Dunder Mifflin employees past and present reunite for a panel discussion about the documentary and to attend Dwight and Angela's wedding.    "
Breaking Bad,Pilot,1,1,9,38617,"
Diagnosed with terminal lung cancer, chemistry teacher Walter White teams up with former student Jesse Pinkman to cook and sell crystal meth.    "
Breaking Bad,Cat's in the Bag...,2,1,8.6,28152,"
After their first drug deal goes terribly wrong, Walt and Jesse are forced to deal with a corpse and a prisoner. Meanwhile, Skyler grows suspicious of Walt's activities.    "
Breaking Bad,...And the Bag's in the River,3,1,8.7,27260,"
Walt and Jesse clean up after the bathtub incident before Walt decides what course of action to take with their prisoner Krazy-8.    "
Breaking Bad,Cancer Man,4,1,8.2,26283,"
Walt tells the rest of his family about his cancer. Jesse tries to make amends with his own parents.    "
Breaking Bad,Gray Matter,5,1,8.3,25820,"
Walt rejects everyone who tries to help him with the cancer. Jesse tries his best to create Walt's meth, with the help of an old friend.    "
Breaking Bad,Crazy Handful of Nothin',6,1,9.3,30351,"
With the side effects and cost of his treatment mounting, Walt demands that Jesse finds a wholesaler to buy their drugs - which lands him in trouble.    "
Breaking Bad,A No-Rough-Stuff-Type Deal,7,1,8.8,26308,"
Walt and Jesse try to up their game by making more of the crystal every week for Tuco. Unfortunately, some of the ingredients they need are not easy to find. Meanwhile, Skyler realizes that her sister is a shoplifter.    "
Breaking Bad,Seven Thirty-Seven,1,2,8.6,23858,"
Walt and Jesse realize how dire their situation is. They must come up with a plan to kill Tuco before Tuco kills them first.    "
Breaking Bad,Grilled,2,2,9.3,27405,"
Walt's disappearance is met with investigation by both his wife and Hank, as Tuco Salamanca intends to leave town with his kidnapped cooks.    "
Breaking Bad,Bit by a Dead Bee,3,2,8.3,22950,"
Walt and Jesse try to come up with alibis for their disappearances.    "
Breaking Bad,Down,4,2,8.2,23068,"
Skyler keeps mysteriously leaving without talking to Walt. Jesse's parents throw him out of his own house.    "
Breaking Bad,Breakage,5,2,8.3,22424,"
Walt and Jesse decide to start their own little empire with the help of Jesse's friends: Skinny Pete, Combo, and Badger. Meanwhile, Hank tries to pull himself together after his encounter with Tuco.    "
Breaking Bad,Peekaboo,6,2,8.8,24624,"
After Skinny Pete gets ripped off, Walt makes Jesse go get the money. Meanwhile, Walt's cover story on how Elliott and Gretchen are paying for his medical treatment is on the verge of collapsing.    "
Breaking Bad,Negro y Azul,7,2,8.6,22543,"
Rumor is spreading that Jesse killed the man that ripped Skinny Pete off. Walt uses this to his advantage on expanding their territory. Meanwhile, Hank has been promoted to the El Paso office. But it's not all he hoped it would be.    "
Breaking Bad,Better Call Saul,8,2,9.2,26967,"
Badger is caught by the DEA. Walt and Jesse hire the best criminal lawyer in town, Saul Goodman.    "
Breaking Bad,4 Days Out,9,2,9.1,25706,"
Walt and Jesse become stranded out in the middle of the desert after cooking more crystal.    "
Breaking Bad,Over,10,2,8.5,22015,"
Walt's cancer has greatly improved. Time to celebrate. Meanwhile Jesse tries to meet his new girlfriend's father.    "
Breaking Bad,Mandala,11,2,8.9,22731,"
Walt and Jesse's little empire begins to crumble. Saul tries to set them up with a mysterious distributor.    "
Breaking Bad,Phoenix,12,2,9.3,25542,"
Walt and Skyler have a baby girl. Now that Jesse is hooked on heroin, Walt refuses to give him his money until he gets clean. Meanwhile, as an excuse for his money, Walt decides to donate the money to himself through his son's new website.    "
Breaking Bad,ABQ,13,2,9.2,25210,"
Walt's lies have pushed Skyler to her limit. She leaves with the kids. Meanwhile, Jesse blames himself for Jane's death and goes into rehab.    "
Breaking Bad,No Más,1,3,8.5,21812,"
Skyler goes through with her plans to divorce Walt. Jesse finishes rehab.    "
Breaking Bad,Caballo sin Nombre,2,3,8.6,21282,"
Walter, Jr. is having a rough time accepting his parents' separation. Jesse buys his old house from his parents. Meanwhile, two mysterious men have come into town looking for Walt.    "
Breaking Bad,I.F.T.,3,3,8.4,21148,"
Walt has moved back into the house without Skyler's consent. Now she can't get him out. Meanwhile, Jesse continues to cope with Jane's death.    "
Breaking Bad,Green Light,4,3,8.2,21324,"
Walt's world crumbles even more after finding out that Skyler is cheating on him. Jesse tries to set up a meeting with Gus to try and sell his own version of the blue meth. Meanwhile, Hank is growing obsessed with finding Heisenberg.    "
Breaking Bad,Más,5,3,8.5,20702,"
Gus tries to get Walt back in the business by offering him three million dollars and a brand new lab. Jesse is furious that Walt received half of the money for his blue meth. Hank tries to track down the RV meth lab.    "
Breaking Bad,Sunset,6,3,9.3,24283,"
Heisenberg's organized and practical assistant Gale greatly aids his work in Gus's lab. Hank finally tracks the RV back to Jesse, as a concerned Walt finds any way to erase the evidence.    "
Breaking Bad,One Minute,7,3,9.6,29803,"
Jesse ends up in the hospital after getting beaten up by Hank. Now he is threatening to press charges against the DEA. To stop him, Walt decides to bring Jesse on as his partner, once again.    "
Breaking Bad,I See You,8,3,8.7,21272,"
Hank ends up in the hospital after being attacked by Tuco's cousins. Walt spends too much time by his family's side when he should be cooking meth.    "
Breaking Bad,Kafkaesque,9,3,8.4,20982,"
Skyler hatches a plan as Hank's hospital bills stack up. Meanwhile, Walt and Gus come to a better understanding as Jesse, looking for more independence, pursues a new opportunity.    "
Breaking Bad,Fly,10,3,7.8,37152,"
There is a fly loose in the lab. Walt and Jesse must do whatever they can to kill it before it contaminates the meth.    "
Breaking Bad,Abiquiu,11,3,8.4,20873,"
Skyler gets more involved in Walt's business, much to his chagrin, as Hank struggles with his recovery. Meanwhile, Jesse takes an active role in his new enterprise, leading him to a startling discovery.    "
Breaking Bad,Half Measures,12,3,9.5,29000,"
Against Walt's advice, Jesse lashes out. Fearing for Jesse's safety, Walt takes drastic action to intervene. Meanwhile a tragic event leads to a shocking confrontation.    "
Breaking Bad,Full Measure,13,3,9.6,32485,"
Jesse has disappeared and Walt is in big trouble with Gus. So Gus rehires Gale to learn from Walt's cooking so that they can dispose of Walt once and for all.    "
Breaking Bad,Box Cutter,1,4,9.2,25946,"
Walt and Jesse are held captive by Gus, after Gale's death. Meanwhile, Skyler tries to find out what happened to Walt.    "
Breaking Bad,Thirty-Eight Snub,2,4,8.2,21517,"
Walt attempts to form a new alliance as he plans his next move. Meanwhile Skyler pushes Walt towards a business opportunity, in hopes of protecting the family.    "
Breaking Bad,Open House,3,4,8,21803,"
While Walt worries about Gus's interference and Jesse's increasingly fragile state of mind, Skyler steps up the pressure to get what she wants.    "
